Name,Category,Colors,Price,Sizes,Count_Sizes,Color_Name,product_Code,Review,Rating,Features,Comfort,Brand
Air Max INTRLK Lite,Women,2.0,7 095.00,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10']",11.0,Summit White/Phantom/White/Fierce Pink,DX3705-101,0.0,0.0," 
You've got to feel the sensation to be the sensation. Enter the Air Max INTRLK. Rethought cushioning turns the page in comfort with increased responsiveness and the perfect amount of bounce. Lightweight, easy-to-style materials stand up to wear and tear. Finishing it off, the Waffle-inspired outsole adds true Nike zest.

Benefits
Textile upper includes mesh accents for a light, airy and comfortable feel.
Nike Air technology absorbs impact for cushioning with every step.
Rubber outsole delivers durable traction and heritage style.
Low-cut padded collar looks sleek and feels great.

Product Details
Pull tabs on heel and tongue
Foam midsole
Round laces
Colour Shown: Summit White/Phantom/White/Fierce Pink
Style: DX3705-101
Country/Region of Origin: Indonesia

Nike Air Max Origins
Revolutionary Air technology first made its way into Nike footwear in 1978. The Air Max 1 debuted with visible Air technology in its heel, allowing fans more than just the feel of Air cushioning—suddenly they could see it. Since then, next-generation Air Max shoes have become a hit with athletes and collectors by offering striking colour combinations and reliable, lightweight cushioning.","Textile upper includes mesh accents for a light, airy and comfortable feel.
Nike Air technology absorbs impact for cushioning with every step.
Rubber outsole delivers durable traction and heritage style.
Low-cut padded collar looks sleek and feels great.",Nike
Winflo 10,Men,8.0,8 695.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",12.0,Black/Deep Jungle/Lime Blast/Geode Teal,DV4022-008,98.0,," 
A balanced ride to help kick-start your run, the Winflo 10 is great whether you're a creature of habit logging your weekly mileage, a rookie hoping to turn intrigue into routine or just joining a friend for a spontaneous weekend run. A neutral support shoe with springy Nike Air, plus more space in the forefoot, leads to a comfortable, bouncy feel. It's ready-made for your run, whenever the road is calling your name.

Support: neutral
The more supportive the shoe, the more stability it can give to your natural stride. A combination of tuned support and intentionally placed cushioning helps you feel secure with every step. The Winflo 10 has neutral support. It gives you balance, whether you're a heel or a forefoot striker. It's good for long and short runs, too.

Cushioning: medium
The more cushioning you have underfoot, the softer and more comfortable your running experience can be. Cushioning helps soften the impact as your feet hit the ground. Full-length Nike Air cushioning gives you a soft, comfortable feel for your miles.

Responsiveness: Medium
The more responsive the shoe, the more energy return you can get back with each step. Whether you want to run a little bit faster or with a little less effort, responsive shoes help give you slightly more spring in your step to get more out of your run. Soft foam in the midsole works with the Nike Air cushioning to give you a bouncy, springy feel.

What's New About the Winflo 10?
A revamped toe box provides a better fit for all foot types compared to the Winflo 9. Plus, we increased the collar comfort and fit, with padding where it counts most.

More benefits
The engineered mesh—stronger and more flexible than ordinary mesh—improves hand feel and comfort while maintaining a lightweight, breathable feel.
Overlays at the toe add a layer of durability.
The tongue is connected to the upper's inner lining for a secure feel.

Product details
Weight: 296g (men's size 9)
Heel-to-toe drop: 10mm
Colour Shown: Black/Deep Jungle/Lime Blast/Geode Teal
Style: DV4022-008
Country/Region of Origin: Vietnam","The engineered mesh—stronger and more flexible than ordinary mesh—improves hand feel and comfort while maintaining a lightweight, breathable feel.
Overlays at the toe add a layer of durability.
The tongue is connected to the upper's inner lining for a secure feel.",Nike
Metcon 9,Men,6.0,12 795.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14', '15']",15.0,University Red/Gym Red/Pure Platinum,DZ2617-600,55.0,," 
Whatever your ""why"" is for working out, the Metcon 9 makes it all worth it. We improved on the 8 with a larger Hyperlift plate and added rubber rope wrap. Intended for lifters, trainers and go-getters, some of the greatest athletes in the world swear by it, and it's still the gold standard that delivers day after day.

Tougher and Stronger
We made the Hyperlift plate in the heel even bigger for stability when tackling tough workouts like Split Squats, Dead Lifts and other lower-body exercises. The plate helps force weight down and out while adding rigidity in the heel. That firmness helps you feel grounded and supported, specifically under heavier loads.

Secure feel
The lace-lock system attaches to the shoe tongue, so you don't have to worry about latching it to any fabric. It helps keep your laces in place, so once you tie up, you can focus solely on your workout.

Go to the Top
We extended the rubber wrap on the side for durability and support so that you can scale any kind of rope climb with the same repeated velocity without worrying about wear and tear. It stretches from the midsole to the upper and adds some support in the upper for multi-directional movements.

Durable and Cool
The lightweight, breathable mesh helps keep your foot cool yet sports the kind of durability that can withstand scrapes, slashes and quick-drag movements.

Feel the Foam
A dual-density midsole—firm foam on the outside, soft foam on the inside—provides responsive cushioning for lasting comfort for continuous cardio and movements.

More benefits
A full-rubber outsole provides durable traction for dynamic movements like Cleans and Walking Lunges.
Breathable textile has a haptic print, which creates a 3D effect that adds durability and texture, helping make it easier to keep your shoes clean. Also, it provides flexible, durable support in the toe area so that when your toes splay when lifting heavy weights, it won't feel restrictive.
Colour Shown: University Red/Gym Red/Pure Platinum
Style: DZ2617-600
Country/Region of Origin: Vietnam","A full-rubber outsole provides durable traction for dynamic movements like Cleans and Walking Lunges.
Breathable textile has a haptic print, which creates a 3D effect that adds durability and texture, helping make it easier to keep your shoes clean. Also, it provides flexible, durable support in the toe area so that when your toes splay when lifting heavy weights, it won't feel restrictive.
Colour Shown: University Red/Gym Red/Pure Platinum
Style: DZ2617-600
Country/Region of Origin: Vietnam",Nike
Air Max 270,Men,1.0,14 995.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']",13.0,Anthracite/Industrial Blue/White/Metallic Silver,FV0380-001,1.0,1.0," 
Legendary Air gets lifted. Our first lifestyle Air Max brings you comfort, bold style and 270 degrees of Air to showcase one of our greatest innovations yet. Add a lightweight, airy upper and a low-cut collar and you've got the perfect kicks for everyday fun.

Benefits
Knit fabric on upper provides lightweight fit and airy feel to help your feet stay cool.
The Max Air unit in the heel delivers lasting comfort, while an extra-large Air window gives you bold style and a look at the cushioning that helps put bounce in your step.
The stretchy inner sleeve and bootie-like construction create a fit that feels personalised.
Foam midsole feels soft and comfortable.

Product details
Pull tab on heel
Rubber outsole
Colour Shown: Anthracite/Industrial Blue/White/Metallic Silver
Style: FV0380-001
Country/Region of Origin: Vietnam

Nike Air Max Origins
Revolutionary Air technology first made its way into Nike footwear in 1978. In 1987, the Air Max 1 debuted with visible Air technology in its heel, allowing fans more than just the feel of Air cushioning—suddenly they could see it. Since then, next-generation Air Max shoes have become a hit with athletes and collectors by offering striking colour combinations and reliable, lightweight cushioning.","Knit fabric on upper provides lightweight fit and airy feel to help your feet stay cool.
The Max Air unit in the heel delivers lasting comfort, while an extra-large Air window gives you bold style and a look at the cushioning that helps put bounce in your step.
The stretchy inner sleeve and bootie-like construction create a fit that feels personalised.
Foam midsole feels soft and comfortable.",Nike
SB Zoom Pogo Plus,Unisex,1.0,7 495.00,"['6', '6.5', '8.5']",3.0,Black/Black/White/White,DV5469-001,2.0,3.0," 
These shoes bring a serious boost to any skate session. With a broken-in fit straight out of the box and mixed materials that age to perfection, they bring comfort you have to feel to believe. Oh, and the raised taping increases control for the perfect flick, while Zoom Air cushioning delivers the ultimate boardfeel.

Benefits
Canvas in the upper breaks in beautifully, while suede accents add durability where you need it.
Vulcanised construction fuses the sole to the upper for a flexible, broken-in feel.
Raised taping and reinforced toe area deliver durability and excellent board control.
Rubber outsole helps keep up during the toughest skate sessions.
Snappy and responsive, Zoom Air cushioning helps provide a quick-off-the-ground sensation.

Product Details
Padded collar
Colour Shown: Black/Black/White/White
Style: DV5469-001
Country/Region of Origin: Indonesia","Canvas in the upper breaks in beautifully, while suede accents add durability where you need it.
Vulcanised construction fuses the sole to the upper for a flexible, broken-in feel.
Raised taping and reinforced toe area deliver durability and excellent board control.
Rubber outsole helps keep up during the toughest skate sessions.
Snappy and responsive, Zoom Air cushioning helps provide a quick-off-the-ground sensation.",Nike
Cortez,Women,1.0,8 495.00,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10']",10.0,Pale Ivory/Sail/Gum Light Brown/Deep Royal Blue,FQ8108-110,0.0,0.0," 
One word: tradition. From heritage running to fashion phenom, its retro appeal, sponge-soft midsole and see-saw detailing deliver decade after decade. This iteration offers easy-to-style colours with a heritage vibe.

Benefits
Inspired by the '72 original, the foam midsole with iconic wedge insert delivers comfort from the get-go.
Leather upper is easy to clean and easy to style.
Rubber sole with herringbone pattern gives you plenty of traction.
Padded, low-cut collar looks sleek and feels great.
Colour Shown: Pale Ivory/Sail/Gum Light Brown/Deep Royal Blue
Style: FQ8108-110
Country/Region of Origin: Indonesia

Cortez origins
The Nike Cortez was designed in 1972 by Nike co-founder Bill Bowerman to be lighter and more comfortable than any other. It quickly became the most popular running shoe in the country and has transformed into an unmistakable icon, woven into pop culture history.","Inspired by the '72 original, the foam midsole with iconic wedge insert delivers comfort from the get-go.
Leather upper is easy to clean and easy to style.
Rubber sole with herringbone pattern gives you plenty of traction.
Padded, low-cut collar looks sleek and feels great.
Colour Shown: Pale Ivory/Sail/Gum Light Brown/Deep Royal Blue
Style: FQ8108-110
Country/Region of Origin: Indonesia",Nike
Revolution 6,Women,7.0,3 695.00,"['6.5', '7', '7.5', '8', '8.5', '9', '9.5']",7.0,Black/Dark Smoke Grey/Cool Grey/White,DC3729-003,161.0,,"VERSATILE COMFORT WITH FLEXIBLE CUSHIONING.

Made from at least 20% recycled material by weight, old materials find new beginnings. Now you can find yours. Set the pace at the start of your running journey with the plush feel of the Nike Revolution 6. We know comfort is key to a successful run, so we made sure your steps are cushioned and flexible for a soft ride. It's an evolution of a favourite, with a breathable design.

Simple Design
Plush mesh is placed along the collar for a comfortable feel. Additional skins throughout add durability.

More Flexibility
A foam midsole delivers a softer ride than the Revolution 5. The outsole has a computer-generated design that creates a natural piston effect as you run, providing more cushioning and flexibility. They combine for durable traction.

Intuitive Touch
Touch points at the heel and tongue create a natural feel as you get the shoes on and off.",,Nike
Cortez TXT,Women,3.0,8 495.00,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5']",10.0,Midnight Navy/White,DZ2795-400,0.0,," 
You spoke. We listened. Based on your feedback, we've revamped the original design while still keeping the retro appeal you know and love. Want a wider toe box? Done. Want more durable materials? You got it. Want a more stable platform for your foot? Say no more. Cortez fans—this one's for you.

Benefits
Re-engineered upper is extra durable to help prevent warping, creasing and scuffing.
Wider toe box provides a more comfortable fit.
Firmer side panels help keep your foot in place for a more stable feel.
Durable foam midsole with iconic wedge insert lets you comfortably wear them day in, day out.
Herringbone outsole pattern pairs durable traction and heritage style.
Padded, low-cut collar looks sleek and feels great.
Colour Shown: Midnight Navy/White
Style: DZ2795-400
Country/Region of Origin: Indonesia

Cortez Origins
The Nike Cortez was designed in 1972 by Nike co-founder Bill Bowerman to be lighter and more comfortable than any other. It quickly became the most popular running shoe in the country and has transformed into an unmistakable icon, woven into pop culture history.","Re-engineered upper is extra durable to help prevent warping, creasing and scuffing.
Wider toe box provides a more comfortable fit.
Firmer side panels help keep your foot in place for a more stable feel.
Durable foam midsole with iconic wedge insert lets you comfortably wear them day in, day out.
Herringbone outsole pattern pairs durable traction and heritage style.
Padded, low-cut collar looks sleek and feels great.
Colour Shown: Midnight Navy/White
Style: DZ2795-400
Country/Region of Origin: Indonesia",Nike
Air Max 1 Premium,Men,1.0,14 995.00,"['5', '5.5', '6', '6.5', '7', '7.5', '8']",7.0,Summit White/Wolf Grey/White/Plum Eclipse,FB8916-100,5.0,5.0," 
Straight from the vault, a coveted look makes its comeback with the Air Max 1 'Shima Shima'. Crafted with premium leather, this 1:1 reissue of the 2003 release is your ticket into an exclusive club. Muted tones keep 'em easy to style, while design details (check out the tongue and striped collar lining) add throwback cachet. Add this to the Paris-inspired design and classic wavy mudguard and it's no wonder this look continues to reign supreme.

Benefits
Mesh in the upper with leather overlays adds breathability with premium accents.
Plush and comfortable, Max Air cushioning has just the right amount of support.
Rubber tread gives you durable traction.
Colour Shown: Summit White/Wolf Grey/White/Plum Eclipse
Style: FB8916-100
Country/Region of Origin: China

Air Max 1
Sure, Air Max 1 started as a running shoe, but you can't keep innovation contained. Adopted by hip-hop culture, this runner with a controversial exposed Air unit could be found anywhere from the heart of Brooklyn to the streets of London. Its cutting-edge design and striking colourways, to this day, are celebrated year after year.","Mesh in the upper with leather overlays adds breathability with premium accents.
Plush and comfortable, Max Air cushioning has just the right amount of support.
Rubber tread gives you durable traction.
Colour Shown: Summit White/Wolf Grey/White/Plum Eclipse
Style: FB8916-100
Country/Region of Origin: China",Nike
Defy All Day,Men,2.0,4 995.00,"['7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12.5']",10.0,Black/White/Black,DJ1196-002,64.0,4.4,"GYM-READY COMFORT THAT LASTS.

Take on everyday challenges in the Nike Defy All Day. Leather up top and rubber traction on the bottom create a durable design that lasts the rigours of tough training sessions. Soft cushioning carries comfort through your workout—or a day of getting things done.

Durable Design
Tough leather on the upper stands up to the demands of your workout. Built-in breathability helps your foot stay cool.

Comfort All Day
Foam cushioning, a soft insole and padding around the ankle put comfort where it counts—whether you're in or out of your training zone.

Traction With Flex
Rubber tread gives you durable traction on a range of surfaces. Grooves underfoot let the sole flex as you step.

Product Details
Pull tab on the heel
Colour Shown: Black/White/Black
Style: DJ1196-002
Country/Region of Origin: Indonesia","Pull tab on the heel
Colour Shown: Black/White/Black
Style: DJ1196-002
Country/Region of Origin: Indonesia",Nike
Air Max Plus,Unisex,1.0,18 395.00,"['7', '7.5', '8.5', '9', '9.5', '10', '15']",7.0,Black/Black/Varsity Red/White,FV0393-001,6.0,4.7," 
The best way to celebrate 25 years of the Air Max Plus? With you, of course. While the breathable knit upper, wavy design lines and gradient colours stay true to the original, the subtle details and high-energy hues pay homage to fan-favourite iterations. Legendary Air Max cushioning offers premium stability and cushioning straight out of the box, which sets you up with high-tech comfort everyone can see.

Celebratory style
You spoke. We listened. Based on feedback from athletes like you, we designed a unique mash-up of fan-selected favourite styles of all time—Hyper Blue, Sanguine, Palm and Fireberry—for a truly collaborative celebration of the Air Max Plus.

Lightweight, Breezy Upper
Bringing beach life to the city, the prominent plastic arch on the midsole draws inspiration from a whale's tail and adds structure, while wavy lines across the upper nod to palm trees and ocean waves. A lightweight mesh and synthetic upper provides a soft and flexible feel to help keep your active feet feeling good all day from the sand to the streets.

Max Air Cushioning
Originally designed for performance running, Nike Max Air units in the heel and forefoot provide lightweight cushioning that lasts. The foam midsole adds plush, responsive comfort to help you enjoy your smooth ride on Air.

More benefits
Full-length rubber outsole adds traction and durability to your journey.
Plastic toe tip adds shine.

Product details
Reflective design details
Not intended for use as Personal Protective Equipment
Colour Shown: Black/Black/Varsity Red/White
Style: FV0393-001
Country/Region of Origin: Indonesia

Nike Air Max Origins
Revolutionary Air technology first made its way into Nike footwear in 1978. In 1987, the Air Max 1 debuted with visible Air technology in its heel, allowing fans more than just the feel of Air cushioning—suddenly they could see it. Since then, next-generation Air Max shoes have become a hit with athletes and collectors by offering striking colour combinations and reliable, lightweight cushioning.","Full-length rubber outsole adds traction and durability to your journey.
Plastic toe tip adds shine.",Nike
Quest 5,Men,3.0,6 295.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']",13.0,Sea Glass/University Red/White/Blue Joy,DD0204-009,29.0,3.7,"A LIGHTWEIGHT, NEUTRAL RIDE.

You lace up in pursuit of new personal goals. Let the Nike Quest 5 help you reach those aspirations. This neutral sneaker gives you a smooth, comfortable ride with plenty of traction. We focused on our foam, adding more cushioning for a better transition from heel to toe.

Cool, Light, Fast
Mesh throughout the upper adds a lightweight, breathable feel. The mesh was placed in key zones based on runner feedback, providing you with cooling where it counts.

Lace Up, Support Up
Feel the stability with the midfoot fitband. It works with your laces, keeping your foot more secure the tighter your laces are. A translucent material shows off the components at the midfoot.

Run Hard with a Soft Feel
Super-soft foam through the midsole helps cushion your foot with every step. The increased height means a softer sensation as you run.

Traction for the Long Haul
The rubber outsole has the traction to keep your feet gripped to the pavement.

More Benefits
Super-soft padding and cushioning on the collar help keep your ankle comfortable.
Skins at the toes and eyelets offer durability.
Colour Shown: Sea Glass/University Red/White/Blue Joy
Style: DD0204-009
Country/Region of Origin: Vietnam","Super-soft padding and cushioning on the collar help keep your ankle comfortable.
Skins at the toes and eyelets offer durability.
Colour Shown: Sea Glass/University Red/White/Blue Joy
Style: DD0204-009
Country/Region of Origin: Vietnam",Nike
InfinityRN 4,Men,2.0,14 995.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12.5']",11.0,Black/White,FN0881-001,3.0,," 
With supportive cushioning built for a smooth run, the Nike InfinityRN 4 is a brand-new take on a familiar favourite. It's made with our Nike ReactX foam, which gives you 13% more energy return compared to Nike React foam to help you stay fresh and bouncy. (What's more? Nike ReactX reduces the carbon footprint of the midsole by at least 43% compared with Nike React foam, so it helps support the planet, too). We coupled the ReactX foam with Nike Running's best-fitting Flyknit yet, so you can take off any time, anywhere with secure upper support and breathability. It's the kind of shoe that can grant you that priceless peace of mind to go faster and further, thanks to an intuitive design that supports every stride.

What's new about the Nike InfinityRN 4?
This version of the Nike InfinityRN 4 still provides a plush and smooth ride, with ReactX foam delivering more support. The revamped Flyknit upper and wider toe box help your foot feel stable and secure.

Cushioning: super-high
The more cushioning you have underfoot, the softer and more comfortable your running experience can be. Cushioning helps soften the impact as your feet hit the ground. ReactX foam gives you an incredibly smooth feeling, helping you push your limits.

Support: high
The more supportive the shoe, the more stability it can give to your natural stride. A combination of tuned support and intentionally placed cushioning helps you feel secure with every step. A curved outsole helps your foot rock smoothly from heel to toe and through your stride to footstrike. It makes every step feel more natural and adds efficiency to your run, helping you waste less energy as you hit your stride. An internal Flyknit fit band (like a rubber band around the middle of your foot) offers elastic, secure support.

Responsiveness: moderate
The more responsive the shoe, the more energy return you can get back with each step. Whether you want to run a little bit faster or with a little less effort, responsive shoes help give you slightly more spring in your step to get more out of your run. ReactX foam gives you +13% energy return compared with React foam, helping you stay fresh and bouncy during your run.

Contained breathability
A water-repellent liner in the toe helps keep you dry when the weather turns.

More benefits
Waffle outsole provides durable traction.
Flyknit tongue is adjustable and plush.
Foam collar is soft and supportive to the touch.
Increased rubber at the outsole gives traction and durability.
Colour Shown: Black/White
Style: FN0881-001
Country/Region of Origin: Vietnam","Waffle outsole provides durable traction.
Flyknit tongue is adjustable and plush.
Foam collar is soft and supportive to the touch.
Increased rubber at the outsole gives traction and durability.
Colour Shown: Black/White
Style: FN0881-001
Country/Region of Origin: Vietnam",Nike
Jordan Post,Men,2.0,2 195.00,,,Safety Orange/Safety Orange,DX5575-800,94.0,," 
Quick, comfy, cool. These slides are made from robust, flexible foam that will stay secure as you rack up those steps. Wide foot coverage holds your feet in place while the asymmetrical design gives you a distinct look.

Benefits
Foam platform provides lightweight, durable cushioning.
Flexible, textured outsole gives you ample everyday traction.
Colour Shown: Safety Orange/Safety Orange
Style: DX5575-800
Country/Region of Origin: Vietnam","Foam platform provides lightweight, durable cushioning.
Flexible, textured outsole gives you ample everyday traction.
Colour Shown: Safety Orange/Safety Orange
Style: DX5575-800
Country/Region of Origin: Vietnam",Nike
Rival Fly 3,Men,1.0,8 195.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '13']",12.0,Black/Anthracite/Volt/White,CT2405-001,22.0,4.4,"A DURABLE DESIGN MADE FOR SPEED.

When you're ready to ramp up the speed and go the distance, take off in a model that's built for training and racing. Our latest version includes foam cushioning that's softer than ever, and abrasion-resistant rubber for extra durability on rocky roads. With updates like these, you'll be able to stay focused as you push towards the finishing line.

Soft and Smooth
Updated foam provides softer cushioning than the previous version. It's combined with a Zoom Air unit under the ball of your foot for a responsive, bouncy sensation when you push off.

Ventilated Containment
Mesh feels light and breathable around your toes.

More Benefits
A traditional collar provides a comfortable fit for your heel.
High-abrasion rubber along the sole for durability.
An overlay that wraps around the toes makes it durable.

Product Details
Centre lacing
Not intended for use as Personal Protective Equipment (PPE)
Colour Shown: Black/Anthracite/Volt/White
Style: CT2405-001
Country/Region of Origin: China","A traditional collar provides a comfortable fit for your heel.
High-abrasion rubber along the sole for durability.
An overlay that wraps around the toes makes it durable.",Nike
Metcon 9,Women,6.0,12 795.00,"['5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10']",10.0,Bordeaux/Vivid Purple/Volt/Black,DZ2537-603,31.0,," 
Whatever your ""why"" is for working out, the Metcon 9 makes it all worth it. We improved on the 8 with a larger Hyperlift plate and added rubber rope wrap. Intended for lifters, trainers and go-getters, some of the greatest athletes in the world swear by it, and it's still the gold standard that delivers day after day.

Tougher and Stronger
We made the Hyperlift plate in the heel even bigger for stability when tackling tough workouts like Split Squats, Dead Lifts and other lower-body exercises. The plate helps force weight down and out while adding rigidity in the heel. That firmness helps you feel grounded and supported, specifically under heavier loads.

Secure feel
The lace-lock system attaches to the shoe tongue, so you don't have to worry about latching it to any fabric. It helps keep your laces in place, so once you tie up, you can focus solely on your workout.

Go to the Top
We extended the rubber wrap on the side for durability and support so that you can scale any kind of rope climb with the same repeated velocity without worrying about wear and tear. It stretches from the midsole to the upper and adds some support in the upper for multi-directional movements.

Durable and Cool
The lightweight, breathable mesh helps keep your foot cool yet sports the kind of durability that can withstand scrapes, slashes and quick-drag movements.

Feel the Foam
A dual-density midsole—firm foam on the outside, soft foam on the inside—provides responsive cushioning for lasting comfort for continuous cardio and movements.

More benefits
A full-rubber outsole provides durable traction for dynamic movements like Cleans and Walking Lunges.
Breathable textile has a haptic print, which creates a 3D effect that adds durability and texture, helping make it easier to keep your shoes clean. Also, it provides flexible, durable support in the toe area so that when your toes splay when lifting heavy weights, it won't feel restrictive.
Colour Shown: Bordeaux/Vivid Purple/Volt/Black
Style: DZ2537-603
Country/Region of Origin: Vietnam","A full-rubber outsole provides durable traction for dynamic movements like Cleans and Walking Lunges.
Breathable textile has a haptic print, which creates a 3D effect that adds durability and texture, helping make it easier to keep your shoes clean. Also, it provides flexible, durable support in the toe area so that when your toes splay when lifting heavy weights, it won't feel restrictive.
Colour Shown: Bordeaux/Vivid Purple/Volt/Black
Style: DZ2537-603
Country/Region of Origin: Vietnam",Nike
Tanjun EasyOn,Men,4.0,5 695.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']",13.0,Black/Volt/Black/White,DV7775-001,13.0,," 
Forget the hype. The Tanjun brings you simplicity at its best. Its hidden EasyOn entry system gives you a hands-free experience. The lightweight, airy and comfortable design makes it a go-to for daily wear. Plus, it's made from at least 20% recycled content by weight.

Benefits
To reflect our commitment to make more Nike products easier to wear and use for every body, we changed the name of FlyEase to EasyOn.
The upper materials are designed to stretch and form to your foot for a personalised feel that breaks in quickly.
The Waffle outsole offers lightweight cushioning and traction.
Low-cut, padded collar looks sleek and feels great.

Product details
Foam midsole
Colour Shown: Black/Volt/Black/White
Style: DV7775-001
Country/Region of Origin: Indonesia","To reflect our commitment to make more Nike products easier to wear and use for every body, we changed the name of FlyEase to EasyOn.
The upper materials are designed to stretch and form to your foot for a personalised feel that breaks in quickly.
The Waffle outsole offers lightweight cushioning and traction.
Low-cut, padded collar looks sleek and feels great.",Nike
Air Dunk Low Jumbo,Men,1.0,11 495.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13']",13.0,Phantom/Black/Dark Russet/Phantom,FB8894-002,1.0,5.0," 
The '80s icon returns with a new look and even better feel. For the first time, a Dunk features a full-length air unit for even more cushioning wherever your day takes you. A jumbo Swoosh logo takes centre stage, while the updated tongue features a pull tab and exposed foam for a DIY look. Each pair comes with 2 sets of laces for extra customisation.

Benefits
The leather and textile upper features a durable construction reminiscent of '80s b-ball.
The foam midsole and full-length air unit provide a dual layer of cushioning that's soft, smooth and responsive.
Rubber outsole with hoops pivot circle adds durable traction and heritage style.

Product details
Padded collar
2 sets of laces
Colour Shown: Phantom/Black/Dark Russet/Phantom
Style: FB8894-002
Country/Region of Origin: Vietnam

Nike Dunk
From backboards to skateboards, the influence of the Nike Dunk is undeniable. Although introduced as a basketball shoe in 1985, its flat and grippy soles were perfect for a neglected sport community—skaters. Uncovering a subculture craving creativity as much as function, the Dunk released decades of countless colourways that continue to capture the soul of skaters from coast to coast.","The leather and textile upper features a durable construction reminiscent of '80s b-ball.
The foam midsole and full-length air unit provide a dual layer of cushioning that's soft, smooth and responsive.
Rubber outsole with hoops pivot circle adds durable traction and heritage style.",Nike
City Rep TR,Men,1.0,4 995.00,"['7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '11.5', '13']",11.0,Medium Olive/White/Sequoia/High Voltage,DA1352-200,60.0,,"WORK OUT ON THE TOWN.

The Nike City Rep TR is a versatile shoe that brings durability and flexibility to your active urban lifestyle. Rubber tread gives you grip on a range of surfaces, while foam cushioning keeps your foot comfortable—during outdoor workouts and through the rest of your day.

Tough up Top
The durable upper is reinforced with overlays to stand up to the demands of outdoor workouts.

Comfort Underfoot
Foam cushions your foot for comfort that lasts during a quick workout and through the rest of your day.

Durable Down Low
Rubber tread gives you traction on a variety of surfaces. Arcs on the sides put durability where you need it for side planks and lateral movement.

Product details
Pull tab on the heel
Embossed logo on the tongue
Colour Shown: Medium Olive/White/Sequoia/High Voltage
Style: DA1352-200
Country/Region of Origin: Indonesia","Pull tab on the heel
Embossed logo on the tongue
Colour Shown: Medium Olive/White/Sequoia/High Voltage
Style: DA1352-200
Country/Region of Origin: Indonesia",Nike
Court Air Zoom Vapor 11,Women,2.0,14 995.00,"['6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5']",8.0,Black/Anthracite/White,DR6965-001,5.0,," 
Validated by the greats of the game, the Vapor 11 is back and better than ever. Lower to the court and loaded with speed components, it helps you play at a fast pace with enough support to help keep you bobbing and weaving for sets on end. Mainstays like the ultra-trusted moulded sidewall and breathable upper complement a durable, quick-moving design that you've come to know and love.

Low-cut for high speeds
The Vapor 11's design is lower to the court than any of our previous iterations, giving you incredible lightweight court feel for bursts of quick movements and explosive cuts.

Easy entry
We simplified the entry into the shoe with a comfortable 1/2-inner sleeve that makes for easy-on, easy-off.

Spring into action
A forefoot Zoom Air unit offers spring in your 1st step, helping you get to that forehand smash along the baseline or approach the net with suddenness. The cushioned midsole offers support without adding unnecessary weight.

More benefits
The herringbone outsole uses a data-informed design to create optimal grip without impacting your ability to slide.
We removed rubber in low-wear areas to help keep weight at a minimum.
Durable, reinforced mesh helps keep your feet cool and adds extra support.
Full-length foot frame on the outside of the shoe helps stabilise your foot during quick cuts.

Product details
Designed for hard-court surfaces
Mesh collar
Colour Shown: Black/Anthracite/White
Style: DR6965-001
Country/Region of Origin: China","The herringbone outsole uses a data-informed design to create optimal grip without impacting your ability to slide.
We removed rubber in low-wear areas to help keep weight at a minimum.
Durable, reinforced mesh helps keep your feet cool and adds extra support.
Full-length foot frame on the outside of the shoe helps stabilise your foot during quick cuts.",Nike
