Review,Size,Comfort,Features,star_rating
,"['40', '41', '42', '44']",,"Grey casual canvas high-ankle shoes with lace-up details that gives it a vey trendy look. The durable rubber sole has a moderate tread and the rubberised foam insole provides cushioning making the casual shoes perfect for long walks through cities, parks and airports.",
,"['40', '41', '42', '43', '44', '45']",Rubber Sole Anti corrosive metal fittings Rubberised foam insole,"Woodland offers a versatile round toe lace-up low ankle shoes for all weather with a wear resistant Nubuck upper. Designed to provide support and stability the rubber sole offers a firm grip along with shock absorption and is ideal for long walks around cities and towns providing an all-day comfort and support. The shoe also features rubberised foam insole padding provides cushioning and stability to the foot and Woodland branding on outsole.
Product features:
Rubber Sole
Anti corrosive metal fittings
Rubberised foam insole",
,['43'],EVA Sole Full insole,"Green colour round toe low-cut ankle casual shoes crafted out of long lasting nubuck print leather. Designed to provide support and stability the phylon midsole sole offers support and stability along with shock absorption and is ideal for long walks around cities and towns providing an all-day comfort and support. The shoe also features full PU foam insole padding that provides cushioning and stability to the foot.
Product features:
EVA Sole
Full insole",
,"['40', '44']",Suede Rubber Outsole PU Foam Insole,"A lightweight, flexible rubber sole grounds this Dubai khaki slip-on crafted from soft suede and features a padded collar and PU foam insole for all-day comfort.
Material :-
Suede
Rubber Outsole
PU Foam Insole",
,[],Suede Rubber Outsole PU Foam insole,"Streamlined silhouette brings comfort to this cadet blue sneaker for men. Designed from suede the sneaker for men features smartly placed perforations that keep the shoe ventilated, flexible rubber outsole with lugs on it for excellent traction, and PU foam foot bed for superior comfort.
Material :-
Suede
Rubber Outsole
PU Foam insole",
,['44'],Muster Nubuck,"Muster nubuck construction in contrast tones keeps the look clean and versatile on this Dubai khaki casual shoe for men. Set on a TPU/PU outsole with moderate grip on it, the casual shoe for men has a mesh foam insole that puts comfort under every step. The round-toe shoe for men with three-eyelet detail is finished with Woodland branding on sides and a pull tab on rear.
Material :-
Muster Nubuck",
,"['44', '45']","Robust and rugged pair of mid ankle casual outdoor activity shoes with anti-corrosive metal fittings on top to protect your feet from lace pressure and a wear resistant nubuck upper.The compressed EVA midsole provides cushioning and moisture control with excellent shock absorption and the grooved Rubber outsole gives the shoes an excellent traction on all terrains.The shoe also features Woodland branding on sides. Mildly cushioned collar supports foot movement and the full insole provides comfort to feet.
Product features: Rubberised foam insole PU sole Anti-corrosive metal fittings Mildly cushioned collar","Robust and rugged pair of mid ankle casual outdoor activity shoes with anti-corrosive metal fittings on top to protect your feet from lace pressure and a wear resistant nubuck upper.The compressed EVA midsole provides cushioning and moisture control with excellent shock absorption and the grooved Rubber outsole gives the shoes an excellent traction on all terrains.The shoe also features Woodland branding on sides. Mildly cushioned collar supports foot movement and the full insole provides comfort to feet.
Product features:
Rubberised foam insole
PU sole
Anti-corrosive metal fittings
Mildly cushioned collar",
,['42'],Suede Outsole - EVA Insole - Leather,"Keep it casual with a sleek camel shoe featuring a soft leather insole for all-day comfort. The tan suede shoe for men is set on a flexible EVA outsole and is finished with Woodland patch branding on sides and on tongue.
Material :-
Suede
Outsole - EVA
Insole - Leather",
,['40'],Nubuck upper Boat shoes TPU/PU outsole,"Casual wear shoes in navy from Woodland comes in Nubuck upper. Featuring a three-eyelet detail with rust-free metal eyelets, a durable TPU/PU outsole with moderate tread on it, cushioned collar for support and stitching detail that add a dapper look to the boat shoes. Also present on the shoe is Woodland branding on sides and on the foot bed.
Product Features:
Nubuck upper
Boat shoes
TPU/PU outsole",
,"['39', '40', '41']",Leather,"This sleek leather sneaker with minimalistic design and soft leather upper perfectly elevates all our casual outfits. The rust brown leather sneaker has lace-up design, TPU/PU outsole and comfortable leather insole that forms a cushioned footbed. The sneaker also features mild padding on collar and tongue that adds to the comfort.
Material :-
Leather",
,"['40', '41', '42']",Suede TPR Outsole Suede Insole,"Soft suede foot bed and TPR outsole cushions every step you take in these versatile camel chukka boots. Designed from suede the chukka boots feature two-eyelet detail, is set on low-stacked heel and is finished with Woodland branding.
Material :-
Suede
TPR Outsole
Suede Insole",
,"['39', '40']",Milled Nubuck Outsole - Rubber Insole - Leather,"An essential lace-up casual shoe by Woodland is crafted from durable milled nubuck, this cashew brown casual shoe for men is equipped with leather insole that makes for a cushioned foot bed and provides all-day long comfort and is set on flexible rubber outsole with moderate traction on it.
Material :-
Milled Nubuck
Outsole - Rubber
Insole - Leather",
,[],"These classic pair of camel colored casual sneakers from Woodland are a must have. The shoes are created using buff nubuck leather which makes them highly durable. The shoes have lace-up details with rust free metal fittings on the eyelets. The light weight and abrasion resistant rubber sole and the PU foam insole offers superior comfort and flexibility to feet the sole has moderate tread making it ideal for city walks.
Product features: Rubber sole PU foam Light weight","These classic pair of camel colored casual sneakers from Woodland are a must have. The shoes are created using buff nubuck leather which makes them highly durable. The shoes have lace-up details with rust free metal fittings on the eyelets. The light weight and abrasion resistant rubber sole and the PU foam insole offers superior comfort and flexibility to feet the sole has moderate tread making it ideal for city walks.
Product features:
Rubber sole
PU foam
Light weight",
,[],Nubuck Rubber and phylon outsole Midsole 8mm foam insole,"An all day comfort casual shoes from Woodland with a modernized design. The shoes feature nubuck upper in a lace-up style, rust free metal eyelets and stitching details on the olive green colour shoes. The outsole on the shoes is wear resistant rubber and phylon and the midsole adds comfort to shoes along with the 8mm rubberized foam insole. Deep lugs on the outsole provide good traction to the shoes making them ideal for brisk walks through parks or rigid pavements.
Details:
Nubuck
Rubber and phylon outsole
Midsole
8mm foam insole",
,"['39', '44']",Rubber sole PU insole Leather upper,"A classic pair of yellow colored stitching detail casual shoes from Woodland. The shoes are crafted using leather in softy finish which makes them highly durable. An overall solid color and Woodland branding on sides adds texture to the shoes. The light weight and abrasion resistant RPA sole offers superior comfort and flexibility to feet. A layer of PU insole provides cushioning to foot bed for long lasting comfort.
Product features:
Rubber sole
PU insole
Leather upper",
,[],Suede Rubber outsole Camouflage details on outsole,"Sporty styled casual shoes in lace-up style and sea green colour is built from durable suede. Featuring a rubber sole in camouflage details with deep lugs and a full insole the sneaker has a good tread on it for long hikes.
Product Features:
Suede
Rubber outsole
Camouflage details on outsole",
,['41'],Nubuck Waxy TPU/PU Outsole Mesh Foam Insole,"A 360Â° Lacing System provides a custom fit to this smart camel boat shoe featuring TPU/PU sole with lugs on it for reliable traction and mesh foam insole for superior comfort.
Material :-
Nubuck Waxy
TPU/PU Outsole
Mesh Foam Insole",
,['40'],"Electric blue versatile round toe lace-up low ankle shoes in suede waxy finish. Designed to provide support and stability the Rubber sole offers a moderate grip along with shock absorption and is ideal for long walks around cities and towns providing an all-day comfort and support. The shoe also features phylon midsole padding that provides cushioning and stability to the foot.
Product features: PU Sole Phylon midsole Anti corrosive metal fittings","Electric blue versatile round toe lace-up low ankle shoes in suede waxy finish. Designed to provide support and stability the Rubber sole offers a moderate grip along with shock absorption and is ideal for long walks around cities and towns providing an all-day comfort and support. The shoe also features phylon midsole padding that provides cushioning and stability to the foot.
Product features:
PU Sole
Phylon midsole
Anti corrosive metal fittings",
,['46'],Leather PU outsole PU foam insole,"Black leather shoes for men come in a slip on style with two eyelets detail. Set on a chunky polyurethane outsole that has multi directional lugs on it, the shoes also have PU foam insole that gives it a cushioned foot bed. The chunky sole shoes are a great casual wear that pairs well with jeans and a basic t-shirt.
Product Features:
Leather
PU outsole
PU foam insole",
,"['39', '41']",Suede Rubber Outsole Leather Insole,"A classic mid-cut sneaker in suede upper and a solid and flexible rubber outsole pairs perfectly with casual everyday outfits. The color block detail and embossed Woodland branding add character to this Russia dbrown casual shoes for men.
Material :-
Suede
Rubber Outsole
Leather Insole",
,[],Nubuck Outsole: Rubber Insole: Full,"Camel casual shoe for men is engineered from durable nubuck and comes in a lace-up style. The shoe features a toe cap that protects the shoe upper from abrasion, cushioned tongue and collars that protect foot from lace pressure and give support to ankles, rust free metal eyelets, and durable rubber outsole with moderate tread on it. The full insole on the shoe provides extra insulation and cushioning to the foot.
Material:
Nubuck
Outsole: Rubber
Insole: Full",
,['40'],Softy NDM Outsole: TPU/PU Insole: Leather,"Soft leather adds a street-chic style to this casual shoe for men from Woodland. The Dsky blue shoe is set on a chunky TPU/PU sole and features a Woodland explore more branding on tongue. There is mild cushioning on collar and moderate tread on outsole making the shoe ideal for casual walks or running daily errands.
Material:
Softy NDM
Outsole: TPU/PU
Insole: Leather",
,"['40', '41', '43']",Suede Lace-up Round-toe Rubber outsole,"Modern and trendy casual shoes in navy for men from Woodland comes in a suede finish. Featuring lace-up detail, durable rubber outsole with moderate tread on it and full insole that provides a cushioned foot bed and comfort all day long. These sneakers in round toe silhouette will give a relaxed look to any outfit and will surely turn heads every time you wear them.
Product Features:
Suede
Lace-up
Round-toe
Rubber outsole",
,"['41', '44']",Nubuck Rubber Outsole Leather Foam Insole,"Classic boat shoe has nubuck construction and is grounded by durable rubber outsole and soft leather foam insole. The camel boat shoe is elevated with contrasting leather accents and is finished with Woodland branding on side and eyelets for 360 degree lacing.
Material :-
Nubuck
Rubber Outsole
Leather Foam Insole",
,['40'],Canvas Outsole - Rubber Insole - Fabric foam,"Cool canvas construction elevates this street-ready sneaker from Woodland. Set on a flexible rubber outsole the canvas sneaker has a lace-up style, and fabric foam insole that puts comfort under every stride.
Material :-
Canvas
Outsole - Rubber
Insole - Fabric foam",
,[],Nubuck Midsole Rubber outsole,"Camel shoe from Woodland is engineered from durable nubuck and is set on flexible rubber outsole. The shoe features moulded midsole for shock absorption, a mesh material on tongue that allows for excellent breathability, and soft padding on collars. Also present on the shoe are rust free metal eyelets, lugs on outsole for traction and Woodland branding on sides.
Product Features:
Nubuck
Midsole
Rubber outsole",
,['39'],Knit TPU/PU Sole Mesh Foam Insole,"The bright Navy/Lgrey sneakers from Woodland makes sure that you stand out from the crowd in a head turning look. The casual sneaker features a knit upper and is set on TPU/PU outsole and has a mesh foam insole. The sneaker is finished with contrast color lacing, pull tab on rear and Woodland branding side.
Material:-
Knit
TPU/PU Sole
Mesh Foam Insole",
,"['40', '42', '44']",Elephant print Nubuck Midsole: Phylon Insole: Leather,"Rugged and smartly built camel casual shoes for men is engineered from durable Elephant print nubuck and comes in a lace-up style. The shoes feature a toe cap, cushioned tongue and collars that protect foot from lace pressure and give support to ankle, rust free D-ring eyelets, phylon midsole that protects your feet from shock and an outsole with multidirectional lugs on it that provides traction on all surfaces. The shoes have leather insole that keep your feet dry and comfortable all day.
Material:
Elephant print Nubuck
Midsole: Phylon
Insole: Leather",
,"['39', '41']",EVA outsole Nubuck upper High resilience foam insole,"Casual shoes for men come in a lace-up style and are crafted from durable nubuck with stitching details on top that gives it a very trendy look. The black shoes feature EVA sole that has moderate tread making the casual shoes perfect for brisk walks. The shoes cushioning on collars and tongue that protects feet from lace pressure and high resilience foam as insole that provides a cushioned foot bed.
Product Features:
EVA outsole
Nubuck upper
High resilience foam insole",
,[],"Trendy pair of Paris hat grey coloured round toe casual sneakers made out of premium quality nubuck. Lightweight and durable rubber sole with moderate traction is ideal for walks through cities and parks.
Product features: Anti corrosive metal eyelets Lightweight  ","Trendy pair of Paris hat grey coloured round toe casual sneakers made out of premium quality nubuck. Lightweight and durable rubber sole with moderate traction is ideal for walks through cities and parks.
Product features:
Anti corrosive metal eyelets
Lightweight",
,['42'],Nubuck Outsole: Rubber/Phylon Insole: Moulded Socks,"Casual slip-on shoe for men from Woodland is engineered from durable nubuck. The tobacco slip-on shoe is set on a flexible and durable rubber/phylon sole with moderate tread on it and features a midsole that acts as a shock absorber and elastic goring on sides that makes it easy to wear and remove the shoe. Also present is moulded socks insole for comfort, mild cushioning on collar and moderate tread on outsole making the shoe ideal for casual walks or running daily errands.
Material:
Nubuck
Outsole: Rubber/Phylon
Insole: Moulded Socks",
,['43'],Suede Lace-up Rubber outsole Suede insole,"Lace-up fastening on mid-top brown sneakers engineered from suede with leather detail features rust-free metal eyelets, durable rubber outsole, arch heel support, and Woodland logo branding on sides.
Product Features:
Suede
Lace-up
Rubber outsole
Suede insole",
,['43'],Suede PU Outsole Mesh Insole,"A lightweight PU sole grounds a suede slip-on with breathable mesh insole for cool comfort. The camel slip-on shoes for men features three-eyelet detail, padded collar and smartly placed perforations that keep the shoe ventilated.
Material :-
Suede
PU Outsole
Mesh Insole",
,['40'],Full insole Rubber sole,"Robust pair of mid ankle outdoor activity shoes in navy colour with a lace-loop pattern and suede upper. The chunky rubber sole has deep lugs that gives a good tread on surfaces providing an excellent traction with high level of comfort also provided by the full insole padding.
Product features:
Full insole
Rubber sole",
,[],Nubuck Outsole: PU Insole: Moulded Socks,"Grey casual shoe for men is crafted from premium and durable nubuck. Simple lacing system with mildly cushioned collar and tongue protects feet from lacing pressure. PU outsole has moderate tread on it making the shoe ideal for casual days and the moulded socks keeps your foot dry and provides a comfortable cushioned foot bed. Leather accents on toe cap and rear add to the aesthetics of the shoe.
Material:
Nubuck
Outsole: PU
Insole: Moulded Socks",
,['40'],Nubuck TPU/PU outsole,"Casual shoes in khaki features TPU/PU outsole and is made from premium durable nubuck. The shoes also feature a casual lacing, round-toe silhouette and mild cushioning around ankles and are ideal for day outs or evening activities.
Product Features:
Nubuck
TPU/PU outsole",
,"['41', '42']",Nubuck Rubberized foam insole Rubber outsole,"Built for performance this camel shoe from Woodland is designed from durable milled nubuck and is set on flexible rubber outsole. The casual shoes has moulded foot bed, rubberized foam insole that gives lightweight cushioning, and a mid-cut design that ensures easy ankle mobility and also gives the shoe its athletic appeal.
Product Features:
Nubuck
Rubberized foam insole
Rubber outsole",
,"['43', '44', '45']",Canvas Rubber Outsole Fabric foam insole,"A laid-back olive/black slip-on shoe comes in a sturdy canvas construction and is set on flexible rubber outsole with drop-in heel for comfort. The fabric foam insole makes for a cushioned foot bed and the elastic side goring's makes it easy to slip in and out of the shoe with comfort.
Material :-
Canvas
Rubber Outsole
Fabric foam insole",
,"['41', '44']",,"Slip on this pair of royal blue trendy casual shoes for men in canvas. These stylish and comfortable casual shoes with contrasting stitching details are perfect for long walks through cities, parks and airports. The patterned rubber sole provides a good grip on any surface and full insole padding providing extra cushion and comfort",
,[],Synthetic upper Cushioned foot bed Cushioned tongue Lace-up,"Lightweight casual sneaker in dark grey is built in synthetic upper and provides a comfortable fit and feel. Cushioned tongue and foot bed adds to the comfort and the arched heels provide support.
Product Features:
Synthetic upper
Cushioned foot bed
Cushioned tongue
Lace-up",
,"['40', '41']",Leather Pull tabs TPU/PU outsole,"Smooth leather accents elevates this medium brown casual sneaker for men. TPU/PU outsole adds comfort to these lightweight construction shoes that also feature mild cushioning on collars, pull tab on rear and lace up style. Moderate tread on the outsole makes the casual sneakers ideal for daily wear, running errands through the city and for casual walks.
Product Features:
Leather
Pull tabs
TPU/PU outsole",
,['40'],Nubuck Outsole: TPU/PU Insole: Leather,"Sleek casual shoe for men by Woodland is crafted from durable nubuck and comes in a round-toe silhouette. The dbrown casual shoe is set on a TPU/PU outsole, silhouette, and has Woodland name branding on sides. Suede accents on collar and rear adds to the aesthetic of the shoe. The lace-up shoe has leather insole that keeps the foot dry and comfortable, while perforation detail on sides of the shoe keeps it breathable.
Material:
Nubuck
Outsole: TPU/PU
Insole: Leather",
,[],This uber-cool shoe with a contemporary twist just looks stunning. Its sleek design and soft and supple leather construction exude a handsome appeal. Premium leather upper with metal fittings. Adequate cushioning in collar and tongue with fabric-mesh lining and padded collar. Semi pebble stone patterned PU sole makes it a nimble unit.,"This uber-cool shoe with a contemporary twist just looks stunning. Its sleek design and soft and supple leather construction exude a handsome appeal.
Premium leather upper with metal fittings.
Adequate cushioning in collar and tongue with fabric-mesh lining and padded collar.
Semi pebble stone patterned PU sole makes it a nimble unit.",
,"['41', '42']",Suede Lace-up TPR outsole Rust free metal eyelets Cushioned collar,"Boasting classic style this high-top sneaker from Woodland in beige is crafted from suede. Featuring lace-up and leather details the casual shoes bear a TPR outsole with moderate tread on it and a full insole making the pair perfect for city and park walks.
Product Details;
Suede
Lace-up
TPR outsole
Rust free metal eyelets
Cushioned collar",
,"['42', '43']",Nubuck milled Rubber outsole Full insole,"Casual sneaker in camel colour with chunky sole and a stacked heel from Woodland feature tumbled nubuck upper, heavy duty D-ring metal eyelets, lace-up style and extremely durable rubber sole with deep lugs that give good traction to the shoes. Full insole on the shoes provide full day comfort and makes the shoes perfect for an everyday street wear.
Features:
Nubuck milled
Rubber outsole
Full insole",
,"['43', '44']",,"Rugged pair of Sgreen coloured casual shoes made out of nubuck wdspr the shoes also feature lace loop details. The shoes have Rubber sole with deep lugs in different directions that help build excellent traction on rough terrains and shock absorbing EVA midsole. A full insole gives the needed cushioning and the cushioned collars provide support to ankles. Product features:Rubber sole,EVA midsole",
,[],Nubuck Outsole: TPU/PU Insole: Leather,"Everyday wear comfortable shoe by Woodland in camel is made from highly durable nubuck and is set on a platform TPU/PU sole. The lace-up shoes come in a round toe silhouette with leather insole that adds a cushioned comfort to the sneakers. Pair the casual shoe with jeans and basic t shirt on casual days.
Material:
Nubuck
Outsole: TPU/PU
Insole: Leather",
,['43'],Nubuck PU Outsole PU Insole,"Lightweight camel casual slip on shoes for men is crafted out of durable nubuck. The slip on shoes feature two eyelet detail, midsole for shock absorption, and polyurethane sole with moderate lugs that makes it ideal for casual walks through cities and parks and the PU insole provides stability and comfort.
Product features:
Nubuck
PU Outsole
PU Insole",
,[],Canvas Rubber outsole,"Everyday casual canvas shoes in black has lace-up details and is crafted from durable canvas. The rubber outsole has moderate tread making the casual shoes perfect for long walks through cities, parks and airports. The shoes also feature rust free eyelets, fabric tree printed socks with foam insole and iconic woodland branding on sides.
Product Features:
Canvas
Rubber outsole",
,[],,"Black casual shoes are a must have from Woodland these shoes are created using milled nubuck leather which makes them highly durable. The shoes have an overall solid colour and lace loop details in contrasting colours and rubberised foam insole for the added comfort. The light weight and abrasion resistant Rubber sole offers superior comfort and flexibility to feet the sole has moderate tread making it ideal for city walks. Product features:Rubber sole,Light weight,Rubberised foam insole",
,['40'],"Black low ankle casual outdoor activity shoes with an all over solid pattern and lace-up details crafted out of premium quality leather in softy ndm finish. The grooved rubber sole makes it a multi weather shoe that provides good shock absorption too. The rubberised foam insoles offers extra cushion and support to feet and makes it a perfect urban casual shoe suitable for long walks through cities and parks.
Product features Rubber sole Rubberised foam insole","Black low ankle casual outdoor activity shoes with an all over solid pattern and lace-up details crafted out of premium quality leather in softy ndm finish. The grooved rubber sole makes it a multi weather shoe that provides good shock absorption too. The rubberised foam insoles offers extra cushion and support to feet and makes it a perfect urban casual shoe suitable for long walks through cities and parks.
Product features
Rubber sole
Rubberised foam insole",
,['40'],TPU/PU sole Lightweight,"Navy casual low ankle shoes in premium quality leather in softy ndm finish with lace-loop details giving it a vey trendy look. The durable TPU/PU sole has moderate tread making the casual shoes perfect for long walks through cities, parks and airports.
Product Features:
TPU/PU sole
Lightweight",
,[],Nubuck oily polished Outsole: TPU/PU Insole: Leather,"Navy casual shoe for men is crafted from premium and durable oily nubuck. Simple lacing system with cushioned and mesh fabric tongue protects feet from lacing pressure. TPU/PU outsole has moderate tread on it making the shoe ideal for casual days and the leather insole keeps your foot dry and provides a comfortable cushioned foot bed.
Material:
Nubuck oily polished
Outsole: TPU/PU
Insole: Leather",
,['39'],Suede Rust free eyelet,"Black casual sneakers with lace-up details are lightweight and have a standout lace detail. The shoes feature TPu/PU sole that has a moderate tread on it making the casual canvas shoes perfect for brisk walks. The suede finish casual sneakers come with mild cushioning on collar and tongue that protects the feet from lace pressure and also gives support to ankles.
Product Features:
Suede
Rust free eyelet",
,"['40', '41', '42', '43', '44', '45']",Slip-on style Rubber sole Insole,"DBrown/Wine red loafers from Woods come in classic squared-toe silhouette and have a hardware detail on top that adds to the aesthetic of the loafer. Crafted out of soft leather, the loafers are set on a durable rubber outsole that has a medium tread making the loafers perfect for formal as well as casual wear. The insole on the shoes provides a cushioned foot bed that makes the loafers comfortable to be worn for long hours.
Product Features:
Slip-on style
Rubber sole
Insole",
,"['40', '41', '42', '43', '44', '45']",Leather,"Sharp tonal stitching details this handsome Penny loafer for men that is set on a durable and flexible sole. The black loafer is finished with Woods branding on upper and on side.
Material :-
Leather",
,"['40', '41', '42', '43', '44', '45']",Suede,"Elevate your everyday casual look with this refined new brown penny loafer made of soft, suede and set on a flexible rubber sole. The loafer for men features a gold hardware on upper, has a square toe silhouette and comes with an insole that adds comfort under every step.
Material:-
Suede",
,"['40', '41', '42', '43', '44', '45']",Leather Rubber sole,"Smart Penny loafer designed from soft leather will easily take you from formal to dinner settings. Set on a flexible rubber outsole with a moderate tread, the tan loafer for men has and insole that gives it a cushioned foot bed making it perfect for long wearing hours.
Material :-
Leather
Rubber sole",
,"['40', '41', '42', '43', '44', '45']",Leather Rubber sole,"Handsome loafer for men boasts of soft leather construction and a comfortable cushioned insole. The black penny loafer for men is set on flexible rubber outsole and is detailed with high quality hardware on upper.
Material :-
Leather
Rubber sole",
,"['40', '41', '42', '43', '44']",Leather Rubber Outsole Insole,"Smart and versatile, this black penny loafer features a square-toe, contrast top-stitch detail, and is set on rubber outsole with leather accent on it. The penny loafer by Woods with insole keeps you comfortable grounded for long hours.
Material :-
Leather
Rubber Outsole
Insole",
,,,,
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"A sleek high-quality hardware tops off a charming, blue lightweight loafer crafted from soft leather and is set on a low stacked heel and has superior cushioning for comfort.
Material :-
Leather",
,"['40', '41', '42', '43', '44', '45']",Leather Rubber outsole,"High quality hardware on upper defines this black penny loafer designed from soft luxurious leather. The penny loafer is set on flexible rubber sole and features an insole that forms a cushioned foot bed.
Material :-
Leather
Rubber outsole",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Smartly placed breathable perforations finish this soft leather penny loafer. The dapper cherry penny loafer is outfitted with a flexible rubber outsole and is set on a low stacked heel.
Material :-
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"The tan leather dress shoe adds sophistication to your look and is detailed with a dual-buckle monk strap and is set on a low stacked heel.
Material :-
Leather",
,"['40', '41', '42', '43', '44', '45']",Leather Rubber Sole Insole,"Engineered from soft luxurious leather these red/Tan slip-on loafers are set on a low stacked heel and feature a penny loafer detail. The square-toe classic silhouette shoe has a rubber sole with a moderate tread on it and insole that makes for a cushioned foot bed. The relaxed fit loafers can also be paired with business outfits apart from a casual day out.
Product Features:
Leather
Rubber Sole
Insole",
,"['39', '40', '41', '42', '43', '44', '45']",,Brogue details the cap toe of this soft leather oxford that is set on a low stacked heel. The lace-up oxford is built for all-day comfort and is the perfect dress shoe or any occasion.,
,"['39', '40', '41', '42', '43', '44', '45']",,Brogue details the cap toe of this soft leather oxford that is set on a low stacked heel. The lace-up oxford is built for all-day comfort and is the perfect dress shoe or any occasion.,
,"['39', '40', '41', '42', '43', '44', '45']",Suede,"Classic Penny loafer for men has supple suede upper and is grounded by Durable outsole and low stacked heel. The dapper beige loafer has contrast stitch detail and is finished with Woods branding on footbed.
Material :-
Suede",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Sophisticated leather shoe detailed with a dual-buckle monk strap is set on a durable sole and low-stacked heel. The gold-tone buckle add a charming finish to the bordo monk strap shoes.
Material :-
Leather",
,"['40', '41', '42', '43', '44', '45']",Leather Rubber Sole Half Insole,"A contoured penny strap and square toe adds a timeless touch to this nblue penny loafer for men. The soft leather casual loafer features flexible rubber outsole and half insole and is finished with Woods logo branding on upper.
Material :-
Leather
Rubber Sole
Half Insole",
,"['40', '41', '42', '43', '44', '45']",Leather,"Engineered from soft luxurious leather these black slip-on loafers feature a penny loafer detail. The square-toe classic silhouette shoe has a durable sole with a moderate tread on it and insole that makes for a cushioned foot bed. The relaxed fit loafers can also be paired with business outfits apart from a casual day out.
Material:-
Leather",
,"['40', '41', '42', '43', '44', '45']",Leather,"Classic Penny loafer for men is designed from premium leather and features an elegant square toe silhouette. The coffee loafer from Woods has a high quality copper buckle on upper and is set on a flexible rubber sole. The loafer comes with half insole that provides extra comfort.
Material :-
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Sophisticated leather shoe detailed with a dual-buckle monk strap is set on a durable sole and low-stacked heel. The gold-tone buckle add a charming finish to the black monk strap shoes.
Material :-
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"A contoured penny strap and squared moc toe bring classic, timeless detailing to a loafer set on a comfortable driver sole. The brown loafer for men adds charm to your casual as well as semi-formal wardrobe.
Material :-
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Contoured penny strap adds a refined touch to this minimalist brown loafer set on a durable driver lug outsole and contoured footbed for all-day comfort.
Material :-
Leather",
,"['40', '41', '42', '43', '44', '45']",Leather,"Minimalist black Penny loafer for men is designed from premium leather and features an elegant square toe silhouette. The loafer from Woods is set on durable rubber outsole and has a soft comfortable half insole foot bed for comfort.
Material :-
Leather",
,"['40', '41', '42', '43', '44', '45']",Slip-on style Rubber sole Insole,"Sleek Black loafers from Woodscome in classic squared-toe silhouette. Crafted out of soft leather, the loafers are set on a durable rubber outsole that has a medium tread making the loafers perfect for formal as well as casual wear. The insole on the shoes provides a cushioned foot bed that makes the loafers comfortable to be worn for long hours.
Product Features:
Slip-on style
Rubber sole
Insole",
,"['40', '41', '42', '43', '44', '45']",Leather wing tip,"Lustrous leather elevates these simple wine penny loafer that are set on a low stacked heel and has a wing tip detail on top. The pointed-toe slip-on shoes also have arched heel support for ideal comfort. Pair the formal shoe with tailored trousers and crisp shirt for a professional sleek appearance.
Product Features:
Leather
wing tip",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Smooth leather elevate this timeless bordo loafer detailed with twin tassels at the toe. The smart loafer is set on a low stacked heel and comes in a pointed-toe silhouette.
Material :-
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"The soft leather dress shoe is detailed with a dual-buckle monk strap, cap toe, and set on a low stacked heel. The woven leather detail adds texture to the tan Monk Strap Shoe.
Material :-
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Soft Crocodile finish leather,"Richly textured soft Crocodile finish leather elevates a classic Penny loafer built with cushioned arch support for superior comfort and is set on a low-stacked heel.
Material :-
Soft Crocodile finish leather",
,"['40', '41', '42', '43', '44', '45']",Leather,"Engineered from soft luxurious leather these brown slip-on loafers are set on a low stacked heel and feature a penny loafer detail. The square-toe classic silhouette shoe is set on a low stacked heel and has a knotted tassel detail on upper. The relaxed fit loafers can also be paired with business outfits apart from a casual day out.
Material:
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Smooth, sleek leather with perforations styles a classic Penny loafer you can wear for semi-formal or casual occasions. The blue loafer for men is set on low stacked heel and has a soft foot bed that adds to the comfort.
Material :-
Leather",
,"['40', '41', '42', '43', '44', '45']",Leather,"Engineered from soft luxurious leather these black slip-on loafers are set on a low stacked heel and feature a penny loafer detail. The square-toe classic silhouette shoe is set on a low stacked heel and has a knotted tassel detail on upper. The relaxed fit loafers can also be paired with business outfits apart from a casual day out.
Material:
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Swingy tassels top this loafer crafted of fine leather and is set on a low stacked heel. The blue loafer for men is perfect from semi-formal to casual occasion.
Material :-
Leather",
,"['40', '41', '42', '43', '44', '45']",Leather,"With a classic design, this pair of trendy and comfortable earthy yellow penny loafer will surely give you a sophisticated look. Crafted from soft leather the loafer features pointed-toe silhouette, and is set on a low stacked heel.
Material:
Leather",
,"['41', '42', '43', '44', '45']",Leather,"Furnished with a neatly notched penny strap and sleek pointed toe, this business-ready black loafer is designed from luxurious leather and is set on a low stacked heel.
Material:
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Smooth, sleek leather with perforations styles a classic Penny loafer you can wear for semi-formal or casual occasions. The coffee loafer for men is set on low stacked heel and has a soft foot bed that adds to the comfort.
Material :-
Leather",
