Review,Size,Comfort,Features,star_rating
309,"['5', '6', '7', '8']","Go hands free with easy slip-on comfort wearing Skechers Slip-ins™: GO WALK® 6 - Fabulous View. Featuring an engineered knit upper with a Skechers Slip-ins™ molded heel panel, lightweight ULTRA GO® cushioning, a Skechers Air-Cooled Memory Foam® insole and high-rebound Hyper Pillar Technology™ for added support.","Skechers Slip-ins™ molded heel panel for an easy hands-free fit
Lightweight, responsive ULTRA GO® cushioning
Skechers Air-Cooled Memory Foam® cushioned comfort insole
High-rebound ultra-lightweight Hyper Pillars® for added support
Ortholite® comfort foam insole layer adds long-term cushioning and high-level breathability with 5% recycled rubber content",4.5
309,"['5', '6', '7', '8']","Go hands free with easy slip-on comfort wearing Skechers Slip-ins™: GO WALK® 6 - Fabulous View. Featuring an engineered knit upper with a Skechers Slip-ins™ molded heel panel, lightweight ULTRA GO® cushioning, a Skechers Air-Cooled Memory Foam® insole and high-rebound Hyper Pillar Technology™ for added support.","Skechers Slip-ins™ molded heel panel for an easy hands-free fit
Lightweight, responsive ULTRA GO® cushioning
Skechers Air-Cooled Memory Foam® cushioned comfort insole
High-rebound ultra-lightweight Hyper Pillars® for added support
Ortholite® comfort foam insole layer adds long-term cushioning and high-level breathability with 5% recycled rubber content",4.5
9,"['5', '6', '7', '8', '9', '10']",Serious after-sport comfort and super cute style combine in Skechers Hyper Slide - Pawsome. Featuring a colorful 'Cats' print synthetic upper with HYPER BURST® cushioned midsole and Goodyear® Performance Outsole.,"HYPER BURST® cushioning midsole offers a highly responsive and ultra-lightweight experience. This innovative resilient foam is created using a 'Super Critical®' process with spherically-shaped cells compressed into the midsole.
Goodyear® Performance Outsole for enhanced traction, stability and durability",4.8
249,"['5', '6', '8']","Take your cardio session to the next level with Skechers Max Cushioning Elite™ - Smooth Transition. Featuring an engineered knit upper with a Skechers Slip-ins™ heel panel, ULTRA GO® cushioned platform and a Skechers Air-Cooled Goga Mat™ comfort insole.","Skechers Max Cushioning Elite™ design for exceptional comfort and support
Skechers Slip-ins™ molded heel panel for an easy hands-free fit
Skechers Air-Cooled Goga Mat™ breathable insole with high-rebound cushioning
Lightweight, responsive ULTRA GO® cushioning platform
Ortholite® comfort foam insole layer adds long-term cushioning and high-level breathability with 5% recycled rubber content",4.5
249,"['5', '6']","Take your cardio session to the next level with Skechers Max Cushioning Elite™ - Smooth Transition. Featuring an engineered knit upper with a Skechers Slip-ins™ heel panel, ULTRA GO® cushioned platform and a Skechers Air-Cooled Goga Mat™ comfort insole.","Skechers Max Cushioning Elite™ design for exceptional comfort and support
Skechers Slip-ins™ molded heel panel for an easy hands-free fit
Skechers Air-Cooled Goga Mat™ breathable insole with high-rebound cushioning
Lightweight, responsive ULTRA GO® cushioning platform
Ortholite® comfort foam insole layer adds long-term cushioning and high-level breathability with 5% recycled rubber content",4.5
NA,['5'],Enjoy next level comfort after your cardio session in Skechers Hyper Slide - Shine On. This slide sandal features a metallic synthetic upper with HYPER BURST® cushioned midsole and Goodyear® Performance Outsole.,"HYPER BURST® cushioning midsole offers a highly responsive and ultra-lightweight experience. This innovative resilient foam is created using a 'Super Critical®' process with spherically-shaped cells compressed into the midsole.
Goodyear® Performance Outsole for enhanced traction, stability and durability",4.8
3,"['6', '9', '10']",Keep your warm weather style bright with sporty comfort and style in the SKECHERS Ultra Flex - Neon Star sandal. Soft stretch fabric and smooth synthetic upper in a sporty casual comfort slingback strappy slide sandal with Yoga Foam insole and Ultra Flex midsole design.,"Soft stretch fabric upper
Smooth synthetic toe and heel straps
Casual sporty comfort slingback strappy slide sandal design
Stitched edging trim
Criss cross stretch fabric instep straps with perforated detail
Heel sling strap with padded interior
Soft fabric strap lining
Yoga Foam cushioned comfort footbed
Ultra-Flex design midsole with sporty shock absorbing material
Textured midsole finish
Flexible outsole",2.3
3,"['6', '8', '10']",Keep your warm weather style bright with sporty comfort and style in the SKECHERS Ultra Flex - Neon Star sandal. Soft stretch fabric and smooth synthetic upper in a sporty casual comfort slingback strappy slide sandal with Yoga Foam insole and Ultra Flex midsole design.,"Soft stretch fabric upper
Smooth synthetic toe and heel straps
Casual sporty comfort slingback strappy slide sandal design
Stitched edging trim
Criss cross stretch fabric instep straps with perforated detail
Heel sling strap with padded interior
Soft fabric strap lining
Yoga Foam cushioned comfort footbed
Ultra-Flex design midsole with sporty shock absorbing material
Textured midsole finish
Flexible outsole",2.3
NA,"['6', '10']","Walk in all-day comfort during warm-weather days with Skechers ON-THE-GO-MAUI. This Slipper features a Heathered upper with lightweight, responsive, long-lasting 5GEN® cushioning.",Goga Max contoured cushioned footbed,0.0
NA,['7'],"Walk in all-day comfort during warm-weather days with Skechers ON-THE-GO-MAUI. This Slipper features a Heathered upper with lightweight, responsive, long-lasting 5GEN® cushioning.",Goga Max contoured cushioned footbed,0.0
NA,[],"Walk in all-day comfort during warm-weather days with Skechers ON-THE-GO-MAUI. This Slipper features a Heathered upper with lightweight, responsive, long-lasting 5GEN® cushioning.",Goga Max contoured cushioned footbed,NA
2,"['6', '7', '8', '9', '10']",Step into tropical style and next level comfort after your workout with Skechers Hyper Slide – Sky Gloss. This slide sandal features a Colorful Lips printed synthetic upper with HYPER BURST® cushioned midsole and Goodyear® Performance Outsole.,"HYPER BURST® cushioning midsole offers a highly responsive and ultra-lightweight experience. This innovative resilient foam is created using a 'Super Critical®' process with spherically-shaped cells compressed into the midsole.
Goodyear® Performance Outsole for enhanced traction, stability, and durability",4.5
NA,"['6', '7', '8', '9', '10']","Step-in to convenient walking comfort and cushioning wearing Skechers Hands Free Slip-ins™ GO WALK® FLEX - Relish. This laceless design features a Skechers Slip-ins™ molded pop-up heel panel, a breathable athletic mesh upper, a unique Comfort Pillow™ and lightweight ULTRA GO® cushioning.","Skechers Hands Free Slip-ins™ molded heel panel for an easy fit
Lightweight, responsive ULTRA GO® cushioning
Unique Comfort Pillow™ design in the heel adds pleasure with every step
Skechers Air-Cooled Memory Foam® cushioned comfort insole",4.5
12,"['5', '6', '7', '8', '9', '10']","Keep your walks easy and breezy wearing Skechers GO WALK Smart 2 - Cari. This slip-on features a breathable Stretch Fit Knit upper with a Skechers Air-Cooled Goga Mat™ insole, lightweight ULTRA GO® cushioning midsole and heel panel with a Pull tab.","Lightweight, responsive ULTRA GO® cushioning
Skechers Air-Cooled Goga Mat™ cushioned comfort insole
Ortholite® comfort foam insole layer adds long-term cushioning and high-level breathability with 5% recycled rubber content",4.7
12,"['5', '6', '7', '8', '10']","Keep your walks easy and breezy wearing Skechers GO WALK Smart 2 - Cari. This slip-on features a breathable Stretch Fit Knit upper with a Skechers Air-Cooled Goga Mat™ insole, lightweight ULTRA GO® cushioning midsole and heel panel with a Pull tab.","Lightweight, responsive ULTRA GO® cushioning
Skechers Air-Cooled Goga Mat™ cushioned comfort insole
Ortholite® comfort foam insole layer adds long-term cushioning and high-level breathability with 5% recycled rubber content",4.7
93,"['6', '7', '8', '9', '10']","odern style and feet-loving comfort combine in the Skechers Cleo(R) Flex Wedge - Spellbind shoe. This Stretch Fit(R) skimmer flat features an engineered knit upper with a scalloped trim, cushioned Air-Cooled Memory Foam(R) insole and a low wedge heel.","Engineered knit upper with a scalloped trim
Casual vegan skimmer flat design
Machine washable
Flexible rubber traction outsole
1 1/4 inch wedge heel
Skechers(R) logo detail",4.4
NA,"['6', '7', '8', '9', '10']",Fashionable style combines with advanced post-workout comfort in Skechers Hyper Slide sandal. Featuring a translucent logo slide upper with HYPER BURST® cushioning and a durable Goodyear® Performance Outsole.,"HYPER BURST® cushioning midsole offers a highly responsive and ultra-lightweight experience. This innovative resilient foam is created using a 'Super Critical®' process with spherically-shaped cells compressed into the midsole.
Goodyear® Performance Outsole for enhanced traction, stability and durability",0.0
18,"['6', '7', '8', '9', '10']","Advance in stylish supportive comfort wearing Skechers Skech-Air Arch FitÂ® - Top Pick. This slip-on features a Stretch FitÂ® engineered knit upper, removable cushioned Arch FitÂ® insole and visible Skech-AirÂ® air-cushioned midsole.","Patented Skechers Arch FitÂ® insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans
Removable insole helps mold to your foot to reduce shock and increase weight dispersion
Stretch FitÂ® slip-on design for sock-like comfort
Skech-AirÂ® visible translucent arch cushioning midsole",4.6
18,[],"Advance in stylish supportive comfort wearing Skechers Skech-Air Arch FitÂ® - Top Pick. This slip-on features a Stretch FitÂ® engineered knit upper, removable cushioned Arch FitÂ® insole and visible Skech-AirÂ® air-cushioned midsole.","Patented Skechers Arch FitÂ® insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans
Removable insole helps mold to your foot to reduce shock and increase weight dispersion
Stretch FitÂ® slip-on design for sock-like comfort
Skech-AirÂ® visible translucent arch cushioning midsole",4.6
18,[],"Advance in stylish supportive comfort wearing Skechers Skech-Air Arch FitÂ® - Top Pick. This slip-on features a Stretch FitÂ® engineered knit upper, removable cushioned Arch FitÂ® insole and visible Skech-AirÂ® air-cushioned midsole.","Patented Skechers Arch FitÂ® insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans
Removable insole helps mold to your foot to reduce shock and increase weight dispersion
Stretch FitÂ® slip-on design for sock-like comfort
Skech-AirÂ® visible translucent arch cushioning midsole",4.6
18,"['6', '7', '8', '9', '10']","Advance in stylish supportive comfort wearing Skechers Skech-Air Arch FitÂ® - Top Pick. This slip-on features a Stretch FitÂ® engineered knit upper, removable cushioned Arch FitÂ® insole and visible Skech-AirÂ® air-cushioned midsole.","Patented Skechers Arch FitÂ® insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans
Removable insole helps mold to your foot to reduce shock and increase weight dispersion
Stretch FitÂ® slip-on design for sock-like comfort
Skech-AirÂ® visible translucent arch cushioning midsole",4.6
NA,"['5', '6']",Workout in comfort with a shoe that keeps up with you wearing Skechers GOrun Elevate™ - Hot Streak. This slip-on design features a breathable athletic mesh upper with an Air-Cooled Goga Mat™ comfort insole and lightweight ULTRA GO® cushioned midsole.,"Skechers Air-Cooled Goga Mat™ breathable insole with high-rebound cushioning
Lightweight, responsive ULTRA GO® cushioning",4.8
132,[],Workout in comfort with a shoe that keeps up with you wearing Skechers GOrun Elevate™ - Hot Streak. This slip-on design features a breathable athletic mesh upper with an Air-Cooled Goga Mat™ comfort insole and lightweight ULTRA GO® cushioned midsole.,"Skechers Air-Cooled Goga Mat™ breathable insole with high-rebound cushioning
Lightweight, responsive ULTRA GO® cushioning",4.8
132,"['5', '6', '8', '10']",Workout in comfort with a shoe that keeps up with you wearing Skechers GOrun Elevate™ - Hot Streak. This slip-on design features a breathable athletic mesh upper with an Air-Cooled Goga Mat™ comfort insole and lightweight ULTRA GO® cushioned midsole.,"Skechers Air-Cooled Goga Mat™ breathable insole with high-rebound cushioning
Lightweight, responsive ULTRA GO® cushioning",4.8
NA,['5'],"Get all the support you need for sunny weather with the Skechers Arch Fit GOwalk sandal. Features lightweight, responsive ULTRA GO(TM) cushioning and supportive contoured Arch Fit footbed design. Soft knit mesh fabric upper in a sporty thong sandal design.
Details
Soft knit mesh fabric upper
Solid color mesh with woven in soft texture finish
Sporty thong upper with fabric toe post and soft lining
Side S logo detail
Lightweight, responsive ULTRA GO(TM) cushioning
Arch Fit design with anatomically designed supportive midsole
Contoured cushioned footbed
Dual density outsole for added stability and support
Soft knit mesh fabric upper
Weight: 6.55 oz. per shoe in a women's size 7
1 3/4 inch heel",NA,4.5
132,"['7', '9']",Workout in comfort with a shoe that keeps up with you wearing Skechers GOrun Elevate™ - Hot Streak. This slip-on design features a breathable athletic mesh upper with an Air-Cooled Goga Mat™ comfort insole and lightweight ULTRA GO® cushioned midsole.,"Skechers Air-Cooled Goga Mat™ breathable insole with high-rebound cushioning
Lightweight, responsive ULTRA GO® cushioning",4.8
NA,['7'],Warm weather comfort comes with bold style in Skechers Cali® Arch fit cloud - Best of me. This comfort slide sandal features a braided synthetic upper with a Arch fit contoured comfort footbed.,"Arch fit® contoured comfort footbed
Crafted with 100% vegan materials",0.0
NA,['7'],Warm weather comfort comes with bold style in Skechers Cali® Arch fit cloud - Best of me. This comfort slide sandal features a braided synthetic upper with a Arch fit contoured comfort footbed.,"Arch fit® contoured comfort footbed
Crafted with 100% vegan materials",0.0
283,"['6', '10']",Enjoy long-lasting supportive comfort wearing the Skechers Arch Fit Refine - Don't Go shoe. This slip-on style walking sneaker features a heathered soft engineered knit upper in a Stretch Fit® with removable Arch Fit insole and a lightweight cushioned midsole.,"Patented Skechers Arch Fit insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data
Removable insole helps distribute pressure for walking comfort
Stretch Fit® design for a sock-like comfort fit
Soft engineered athletic mesh knit upper with a slip-on style
Air-cooled design
Lightweight cushioned midsole
Flexible traction outsole
Machine washable
Skechers® and Arch Fit logo details",4.7
283,"['5', '6', '9']",Enjoy long-lasting supportive comfort wearing the Skechers Arch Fit Refine - Don't Go shoe. This slip-on style walking sneaker features a heathered soft engineered knit upper in a Stretch Fit® with removable Arch Fit insole and a lightweight cushioned midsole.,"Patented Skechers Arch Fit insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data
Removable insole helps distribute pressure for walking comfort
Stretch Fit® design for a sock-like comfort fit
Soft engineered athletic mesh knit upper with a slip-on style
Air-cooled design
Lightweight cushioned midsole
Flexible traction outsole
Machine washable
Skechers® and Arch Fit logo details",4.7
283,[],Enjoy long-lasting supportive comfort wearing the Skechers Arch Fit Refine - Don't Go shoe. This slip-on style walking sneaker features a heathered soft engineered knit upper in a Stretch Fit® with removable Arch Fit insole and a lightweight cushioned midsole.,"Patented Skechers Arch Fit insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data
Removable insole helps distribute pressure for walking comfort
Stretch Fit® design for a sock-like comfort fit
Soft engineered athletic mesh knit upper with a slip-on style
Air-cooled design
Lightweight cushioned midsole
Flexible traction outsole
Machine washable
Skechers® and Arch Fit logo details",4.7
283,['6'],Enjoy long-lasting supportive comfort wearing the Skechers Arch Fit Refine - Don't Go shoe. This slip-on style walking sneaker features a heathered soft engineered knit upper in a Stretch Fit® with removable Arch Fit insole and a lightweight cushioned midsole.,"Patented Skechers Arch Fit insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data
Removable insole helps distribute pressure for walking comfort
Stretch Fit® design for a sock-like comfort fit
Soft engineered athletic mesh knit upper with a slip-on style
Air-cooled design
Lightweight cushioned midsole
Flexible traction outsole
Machine washable
Skechers® and Arch Fit logo details",4.7
283,[],Enjoy long-lasting supportive comfort wearing the Skechers Arch Fit Refine - Don't Go shoe. This slip-on style walking sneaker features a heathered soft engineered knit upper in a Stretch Fit® with removable Arch Fit insole and a lightweight cushioned midsole.,"Patented Skechers Arch Fit insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data
Removable insole helps distribute pressure for walking comfort
Stretch Fit® design for a sock-like comfort fit
Soft engineered athletic mesh knit upper with a slip-on style
Air-cooled design
Lightweight cushioned midsole
Flexible traction outsole
Machine washable
Skechers® and Arch Fit logo details",4.7
283,"['6', '9', '10']",Enjoy long-lasting supportive comfort wearing the Skechers Arch Fit Refine - Don't Go shoe. This slip-on style walking sneaker features a heathered soft engineered knit upper in a Stretch Fit® with removable Arch Fit insole and a lightweight cushioned midsole.,"Patented Skechers Arch Fit insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data
Removable insole helps distribute pressure for walking comfort
Stretch Fit® design for a sock-like comfort fit
Soft engineered athletic mesh knit upper with a slip-on style
Air-cooled design
Lightweight cushioned midsole
Flexible traction outsole
Machine washable
Skechers® and Arch Fit logo details",4.7
283,"['5', '6', '9']",Enjoy long-lasting supportive comfort wearing the Skechers Arch Fit Refine - Don't Go shoe. This slip-on style walking sneaker features a heathered soft engineered knit upper in a Stretch Fit® with removable Arch Fit insole and a lightweight cushioned midsole.,"Patented Skechers Arch Fit insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data
Removable insole helps distribute pressure for walking comfort
Stretch Fit® design for a sock-like comfort fit
Soft engineered athletic mesh knit upper with a slip-on style
Air-cooled design
Lightweight cushioned midsole
Flexible traction outsole
Machine washable
Skechers® and Arch Fit logo details",4.7
NA,"['5', '6', '7', '8', '9', '10']","Stretchable sleek style comes with walking comfort in Skechers GOwalk® 6. This slip-on features a Stretch Fit® engineered knit upper with synthetic overlays, lightweight ULTRA GO® cushioning midsole, Skechers Air-Cooled Goga Mat™ insole, and high-rebound Hyper Pillars® for added support.","Lightweight, responsive ULTRA GO® cushioning
Skechers Air-Cooled Goga Mat™ breathable insole with high-rebound cushioning
High-rebound Hyper Pillars® for added support
Stretch Fit® slip-on design for sock-like comfort
Ortholite® comfort foam insole layer adds long-term cushioning and high-level breathability with 5% recycled rubber content
Engineered knit and synthetic upper with a stretch-laced front
Durable dual-density traction outsole for stability
Machine washable
1 1/2-inch heel
Skechers® logo detail",NA
9,"['6', '7', '8', '9', '10']","Enjoy your walks in long-lasting supportive comfort with Skechers GO WALK Arch Fit® - Clancy. This slip-on features a Stretch-Fit® flat knit upper with a lace-up front, removable Arch Fit® insole and a lightweight ULTRA GO® cushioned midsole.","Patented Skechers Arch Fit® insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans
Removable insole helps mold to your foot to reduce shock and increase weight dispersion
Lightweight and responsive ULTRA GO® cushioning
High-rebound Comfort Pillars® for added support
Stretch Fit® slip-on design for sock-like comfort",4.4
9,[],"Enjoy your walks in long-lasting supportive comfort with Skechers GO WALK Arch Fit® - Clancy. This slip-on features a Stretch-Fit® flat knit upper with a lace-up front, removable Arch Fit® insole and a lightweight ULTRA GO® cushioned midsole.","Patented Skechers Arch Fit® insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans
Removable insole helps mold to your foot to reduce shock and increase weight dispersion
Lightweight and responsive ULTRA GO® cushioning
High-rebound Comfort Pillars® for added support
Stretch Fit® slip-on design for sock-like comfort",4.4
103,"['5', '6', '7', '8', '9']","Upgrade your walks with the latest in comfort technology wearing Skechers GO WALK Workout Walker™ - Outpace. This lace-up features a carbon infused design in an engineered athletic mesh and synthetic upper with a removable Skechers Arch Fit® insole, Hyper Burst® cushioning and a Goodyear® Performance Outsole.","Patented Skechers Arch Fit® insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans
Removable insole helps mold to your foot to reduce shock and increase weight dispersion
HYPER BURST® cushioning midsole offers a highly responsive and ultra-lightweight experience. This innovative resilient foam is created using a 'Super Critical®' process with spherically-shaped cells compressed into the midsole.
HYPER ARC™ adapts to your stride to promote a smoother transition for a more efficient walk
Carbon Infused Pebax material",4.7
891,"['6', '10']",Make a great impression with sporty style and wonderful stretchable comfort in the Skechers Ultra Flex - First Take shoe. This slip-on Stretch Fit® sneaker features a soft woven Skech-Knit upper with an Air-Cooled Memory Foam® insole and highly flexible comfort midsole.,"Skechers Air-Cooled Memory Foam® cushioned comfort insole
Stretch Fit® slip-on design for sock-like comfort",4.7
891,[],Make a great impression with sporty style and wonderful stretchable comfort in the Skechers Ultra Flex - First Take shoe. This slip-on Stretch Fit® sneaker features a soft woven Skech-Knit upper with an Air-Cooled Memory Foam® insole and highly flexible comfort midsole.,"Skechers Air-Cooled Memory Foam® cushioned comfort insole
Stretch Fit® slip-on design for sock-like comfort",4.7
891,[],Make a great impression with sporty style and wonderful stretchable comfort in the Skechers Ultra Flex - First Take shoe. This slip-on Stretch Fit® sneaker features a soft woven Skech-Knit upper with an Air-Cooled Memory Foam® insole and highly flexible comfort midsole.,"Skechers Air-Cooled Memory Foam® cushioned comfort insole
Stretch Fit® slip-on design for sock-like comfort",4.7
891,[],Make a great impression with sporty style and wonderful stretchable comfort in the Skechers Ultra Flex - First Take shoe. This slip-on Stretch Fit® sneaker features a soft woven Skech-Knit upper with an Air-Cooled Memory Foam® insole and highly flexible comfort midsole.,"Skechers Air-Cooled Memory Foam® cushioned comfort insole
Stretch Fit® slip-on design for sock-like comfort",4.7
16,"['6', '7', '8', '9', '10']",Easy-wearing comfort and support combine in Skechers Arch Fit® Beverlee - Always Classy. This strappy slide wedge heeled comfort sandal features a knit fabric shiny upper with an Arch Fit® footbed.,"Patented Skechers Arch Fit® contoured footbed with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans
Contoured footbed helps mold to your foot to reduce shock and increase weight dispersion
Crafted with 100% vegan materials",3.6
11,"['6', '7', '8', '9', '10']",Go the extra mile in walking comfort with Skechers GO WALK FLEX - Ocean Wind. This laceless fit features a mesh upper with a breathable Skechers Air-Cooled Goga Mat™ insole and lightweight ULTRA GO® cushioning.,"Lightweight, responsive ULTRA GO® cushioning
Skechers Air-Cooled Goga Mat™ breathable insole with high-rebound cushioning
Ortholite® comfort foam insole layer adds long-term cushioning and high-level breathability with 5% recycled rubber content",4.8
NA,"['6', '7', '8', '9', '10']",Go the extra mile in walking comfort with Skechers GO WALK FLEX - Ocean Wind. This laceless fit features a mesh upper with a breathable Skechers Air-Cooled Goga Mat™ insole and lightweight ULTRA GO® cushioning.,"Lightweight, responsive ULTRA GO® cushioning
Skechers Air-Cooled Goga Mat™ breathable insole with high-rebound cushioning
Ortholite® comfort foam insole layer adds long-term cushioning and high-level breathability with 5% recycled rubber content",4.8
3,"['6', '7', '8', '9', '10']","Dogs make life sweet with BOBS from Skechers™ Beach Bingo - Treat Walkies. This casual slip-on features a canvas upper with an allover floral and 'Walkies' dog themed print, plus a cushioned Skechers Memory Foam™ insole. For every BOBS purchase, a donation is made to animals in need.","Skechers Memory Foam™ cushioned comfort insole
Crafted with 100% vegan materials",5
30,"['6', '7', '8', '9', '10']","Blooming style and comfort combines in Skechers Foamies®: Reggae - Lil' Daises. This casual slide sandal features a soft sculpted flexible EVA upper with a floral print, adjustable straps and a cushioned footbed.",Foamies® EVA lightweight upper with a floral print,4.7
2,"['6', '7', '8', '9', '10']","Get next level comfort on your daily walks with Skechers GO WALK 6™ - Adora. This pull-on features an engineered mesh upper with a stretch-laced front, lightweight ULTRA GO® cushioning midsole, Skechers Air-Cooled Goga Mat™ insole and high-rebound Hyper Pillars® for added support.","Lightweight, responsive ULTRA GO® cushioning
Skechers Air-Cooled Goga Mat™ breathable insole with high-rebound cushioning
High-rebound Hyper Pillars® for added support
Ortholite® comfort foam insole layer adds long-term cushioning and high-level breathability with 5% recycled rubber content",5
15,['8'],"Step with easy-wearing comfort and style in Skechers GO WALK Joy™ - Light Smile. This pull-on features a mesh upper with a stretchable instep strap, Skechers Air-Cooled Goga Mat™ insole and an innovative 5GEN® cushioned midsole.","Skechers Air-Cooled Goga Mat™ breathable insole with high-rebound cushioning
Innovative 5GEN® cushioned midsole
Ortholite® comfort foam insole layer adds long-term cushioning and high-level breathability with 5% recycled rubber content",4.7
NA,"['6', '8', '9', '10']",Get all the support you need for your long walks with the Skechers GO WALK Arch Fit. Featuring a knit upper with Stretch Fit upper with removable Arch Fit insole and a lightweight ULTRA GO cushioned midsole.,"Patented Skechers Arch Fit® insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans
Removable insole helps mold to your foot to reduce shock and increase weight dispersion
Stretch Fit® design for sock-like comfort
Lightweight, responsive ULTRA GO® cushioning",NA
NA,"['6', '7']",Solve the code for a well cushioned run wearing the Skechers GOrun Elevate™ - Prizm shoe. This lace up running training sneaker features a breathable engineered knit fabric upper and a lightweight ULTRA GO® cushioned midsole with an Air-Cooled Goga Mat™ comfort insole.,"Lightweight and responsive ULTRA GO® cushioning
Air-Cooled Goga Mat breathable insole with high-rebound cushioning
Ortholite® comfort foam insole layer adds long-term cushioning and high-level breathability with 5% recycled rubber content
Flexible rubber traction outsole",NA
NA,"['5', '6', '7', '8', '9', '10']",Feminine style and easy-wearing comfort meet in Skechers Arch Fit® Uplift - Lovely. This casual skimmer flat features a mesh upper with a removable Arch Fit® insole and lightweight ULTRA GO® cushioned midsole.,"Patented Skechers Arch Fit® insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans
Removable insole helps mold to your foot to reduce shock and increase weight dispersion
Lightweight and responsive ULTRA GO® cushioning",NA
13,"['6', '7', '8', '9', '10']","Enhance your daily walks with waves of comfort wearing Skechers GO WALK Massage Fit™ . This innovative design features a pull-on engineered mesh and synthetic upper with an ultra-lightweight, responsive HYPER BURST® cushioned midsole and a supportive comfort insole.","Massage Fit™ wave midsole is designed to gently massage your feet with every step
HYPER BURST® cushioning midsole offers a highly responsive and ultra-lightweight experience. This innovative resilient foam is created using a 'Super Critical®' process with spherically-shaped cells compressed into the midsole.",4.6
13,"['6', '7', '8', '9', '10']","Enhance your daily walks with waves of comfort wearing Skechers GO WALK Massage Fit™ . This innovative design features a pull-on engineered mesh and synthetic upper with an ultra-lightweight, responsive HYPER BURST® cushioned midsole and a supportive comfort insole.","Massage Fit™ wave midsole is designed to gently massage your feet with every step
HYPER BURST® cushioning midsole offers a highly responsive and ultra-lightweight experience. This innovative resilient foam is created using a 'Super Critical®' process with spherically-shaped cells compressed into the midsole.",4.6
13,"['6', '7', '8', '10']","Enhance your daily walks with waves of comfort wearing Skechers GO WALK Massage Fit™ . This innovative design features a pull-on engineered mesh and synthetic upper with an ultra-lightweight, responsive HYPER BURST® cushioned midsole and a supportive comfort insole.","Massage Fit™ wave midsole is designed to gently massage your feet with every step
HYPER BURST® cushioning midsole offers a highly responsive and ultra-lightweight experience. This innovative resilient foam is created using a 'Super Critical®' process with spherically-shaped cells compressed into the midsole.",4.6
91,"['5', '6']",Enjoy longer walks in complete supportive comfort wearing the Skechers Arch Fit® - with Slip in feature for easy wear. Featuring a breathable engineered mesh upper over a sneaker design with removable Arch Fit® insole and cushioned midsole.,"Skechers Arch Fit® insole system with podiatrist-certified arch support
Podiatrist-designed shape developed with 20 years of data and 120,000 unweighted foot scans
Slip in feature for easy wear",4.5
3,"['7', '8']","Make a move in flexible comfort wearing Skechers Glide Step® Swift - Quick Flash. This vegan athletic lace-up design features a mono mesh upper with stretch fit knit, a Skechers Air-Cooled Memory Foam® comfort insole, and a Glide-Step® geometric cushioned midsole.","Glide-Step® geometric midsole designed to provide natural momentum with every step
Skechers Air-Cooled Memory Foam® cushioned comfort insole
Crafted with 100% vegan materials
Super flexible traction outsole
Machine washable
1 1/2-inch heel
Skechers® logo detail",5
NA,"['6', '7', '8', '9', '10']","Make a move in flexible comfort wearing Skechers Glide Step® Swift - Quick Flash. This vegan athletic lace-up design features an engineered mesh upper with hotmelt overlays, a Skechers Air-Cooled Memory Foam® comfort insole, and a Glide-Step® geometric cushioned midsole.","Glide-Step® geometric midsole designed to provide natural momentum with every step
Skechers Air-Cooled Memory Foam® cushioned comfort insole
Crafted with 100% vegan materials",0.0
NA,"['6', '7', '8', '9', '10']","Make a move in flexible comfort wearing Skechers Glide Step® Swift - Quick Flash. This vegan athletic lace-up design features an engineered mesh upper with hotmelt overlays, a Skechers Air-Cooled Memory Foam® comfort insole, and a Glide-Step® geometric cushioned midsole.","Glide-Step® geometric midsole designed to provide natural momentum with every step
Skechers Air-Cooled Memory Foam® cushioned comfort insole
Crafted with 100% vegan materials",0.0
